4.18876268,13.0922375,1.970119234,3,6,2
6.337375168,10.59470753,4.150621836,4,5,3
3.626204335,11.75535472,5.588698139,3,5,4
7.099474356,8.93626702,5.480656393,4,5,4
6.314390095,11.33573217,2.836937078,4,5,2
6.160344384,14.17364157,13.63467431,4,6,6
7.149185264,7.711188407,6.771060685,4,4,4
7.3539391,7.221279558,7.249007049,4,4,4
5.024664556,12.08048327,3.518254592,4,6,3
0.442216389,1.53438701,0.442539672,1,2,1
4.965344783,19.34355789,8.829091405,3,6,5
2.097362427,16.50876782,7.974731037,2,6,4
4.217022395,14.33533641,6.96665515,3,6,4
6.410717181,13.59911263,9.739956604,4,6,5
1.502041927,17.36467356,7.308210108,2,6,4
3.748358092,9.064601715,7.302556737,3,5,4
2.120683056,7.4975527,6.538711371,2,4,4
2.348029952,6.314644867,7.382235613,2,4,4
0.582548426,0.259352842,0.490023328,1,1,1
1.100383714,1.227565545,0.550541932,2,2,1
0.651689839,0.557606132,0.452148921,1,1,1
1.565110184,2.218418676,2.808049109,2,2,2
1.062226967,0.140525956,0.933432272,2,1,1
0.608834148,0.322525115,0.299712977,1,1,1
0.493989051,1.218051716,0.147889325,1,2,1
1.037193975,1.304883222,1.037285373,2,2,2
0.671988398,1.540577173,1.188758982,1,2,2
0.360229507,0.746994612,1.273060105,1,1,2
1.890563385,3.236631364,1.311121467,2,3,2
0.347070267,1.35459361,1.740635561,1,2,2
1.776505825,0.122886367,1.908620718,2,1,2
1.565110184,2.218418676,2.808049109,2,2,2
1.066519519,0.803044742,0.568877772,2,1,1
2.543412013,1.008701583,0.535191445,2,2,1
2.0837376,2.918859697,1.429881286,2,2,2
2.0837376,2.918859697,1.429881286,2,2,2
16.6526103,1.557880588,24.98959932,6,2,7
8.795696596,25.62212051,25.65939223,5,7,7
7.529703704,6.612069016,5.392328875,4,4,4
7.529703704,6.612069016,5.392328875,4,4,4
3.251040879,12.90571355,10.93087398,3,6,5
23.09180885,43.60007239,23.02968941,7,7,7
0.200081577,2.567610806,0.200393357,1,2,1
0.099740222,0.839132749,0.099245362,1,1,1
0.712718755,2.368017323,1.706323811,1,2,2
0.763603463,2.83907998,0.763858637,1,2,1
6.988088908,0,13.38646964,4,1,6
1.224446707,1.577698107,1.139127226,2,2,2
1.148650373,1.664562633,1.035342203,2,2,2
0.712718755,2.368017323,1.706323811,1,2,2
0.469023075,0.200053146,0.160399141,1,1,1
1.199944474,6.150760095,3.027970182,2,4,3
1.354240033,2.967581201,4.370014214,2,2,3
0.691039846,4.594242329,2.622547133,1,3,2
0.006585042,7.79910266,0.312514479,1,4,1
0.356002315,0.363580867,0.249541428,1,1,1
0.283222396,0.245980392,0.270624052,1,1,1
1.162326228,1.683842953,1.899314369,2,2,2
0.362073866,0.13491577,0.057858118,1,1,1
0.947956051,0.773118195,0.908609664,1,1,1
0.83637912,1.294987469,0.182977479,1,2,1
2.539966098,1.321031439,0.850453216,2,2,1
1.013324188,0.179311325,1.076438704,2,1,2
3.360771006,2.624411171,2.772535203,3,2,2
0.472016815,0.422971972,1.260087117,1,1,2
2.750677733,2.185830562,0.754665555,2,2,1
3.677620046,3.398577464,3.002870409,3,3,3
1.061068623,1.578775433,1.925687465,2,2,2
1.79961949,2.278868388,1.799798022,2,2,2
0.472016815,0.422971972,1.260087117,1,1,2
1.601486911,0.450737219,0,2,1,1
3.467404345,4.369685985,20.15612569,3,3,7
3.467404345,4.369685985,20.15612569,3,3,7
8.561123999,2.049945886,5.371528886,5,2,4
8.528080639,2.014171745,5.307039562,5,2,4
19.73476243,5.524749009,26.53466586,6,4,7
