1,3.3295501,101.5578744,334,5.3371109,103.1447959,1.9701192338750744
2,3.319381,101.578351,334,5.3371109,103.1447959,4.150621835733116
3,3.343516,101.5873729,334,5.3371109,103.1447959,5.588698139185496
4,3.3068125,101.5876797,334,5.3371109,103.1447959,5.4806563931583305
5,3.3102458,101.5631147,334,5.3371109,103.1447959,2.836937078369341
6,3.3886863,101.6612934,181,5.3371109,103.1447959,13.634674313432804
7,3.303257,101.598744,334,5.3371109,103.1447959,6.771060685105035
8,3.3008245,101.6024449,334,5.3371109,103.1447959,7.249007048504761
9,3.3323186,101.5716224,334,5.3371109,103.1447959,3.51825459170901
10,3.1348506,101.7188616,30,5.3371109,103.1447959,0.4425396719300953
11,3.4025666,101.5518531,334,5.3371109,103.1447959,8.829091405196381
12,3.2737135,101.4892504,334,5.3371109,103.1447959,7.974731037271983
13,3.26974,101.508439,334,5.3371109,103.1447959,6.966655150440739
14,3.222897,101.498296,352,5.3371109,103.1447959,9.739956603808144
15,3.2881192,101.485641,334,5.3371109,103.1447959,7.30821010830544
16,3.258793,101.5546471,334,5.3371109,103.1447959,7.302556736532905
17,3.211588,101.5696559,352,5.3371109,103.1447959,6.538711371257501
18,3.2244251,101.5770602,54,5.3371109,103.1447959,7.382235613204373
19,3.1280971,101.6750838,4,5.3371109,103.1447959,0.4900233279141399
20,3.1407454,101.6720106,5,5.3371109,103.1447959,0.5505419324763164
21,3.1229662,101.676095,61,5.3371109,103.1447959,0.4521489210588919
22,3.0841017,101.6327031,110,5.3371109,103.1447959,2.808049109297947
23,3.1677535,101.711865,32,5.3371109,103.1447959,0.933432271618302
24,3.1563005,101.7216149,38,5.3371109,103.1447959,0.299712976650714
25,3.1331259,101.7269357,25,5.3371109,103.1447959,0.1478893247942048
26,3.1563091,101.6494215,69,5.3371109,103.1447959,1.0372853726193665
27,3.1442838,101.7314618,25,5.3371109,103.1447959,1.1887589818778754
28,3.105626,101.678397,53,5.3371109,103.1447959,1.27306010518894
29,3.0897785,101.7280245,29,5.3371109,103.1447959,1.3111214668375937
30,3.1101318,101.7298679,24,5.3371109,103.1447959,1.7406355610749429
31,3.1447939,101.6438845,41,5.3371109,103.1447959,1.9086207178551715
32,3.0841017,101.6327031,110,5.3371109,103.1447959,2.808049109297947
33,3.1607693,101.7420238,3,5.3371109,103.1447959,0.5688777719635175
34,3.1862899,101.6690911,57,5.3371109,103.1447959,0.5351914446840348
35,3.1045186,101.7034737,78,5.3371109,103.1447959,1.429881285614603
36,3.1045186,101.7034737,78,5.3371109,103.1447959,1.429881285614603
37,2.271093,102.5419882,136,5.3371109,103.1447959,24.98959932124122
38,2.149223,102.7721509,95,5.3371109,103.1447959,25.65939223049338
39,2.7649922,101.8299179,170,5.3371109,103.1447959,5.392328874964068
40,2.7649922,101.8299179,170,5.3371109,103.1447959,5.392328874964068
41,4.4926297,101.1534387,217,5.3371109,103.1447959,10.93087398344125
42,4.1774783,101.2902805,223,5.3371109,103.1447959,23.02968941331702
43,3.0727565,101.6080194,362,5.3371109,103.1447959,0.2003933566738189
44,3.1277418,101.7239618,26,5.3371109,103.1447959,0.0992453617861847
45,3.1352708,101.6034976,324,5.3371109,103.1447959,1.706323811208608
46,3.0654434,101.6044514,362,5.3371109,103.1447959,0.7638586374285211
47,1.8565058,103.0821795,96,5.3371109,103.1447959,13.38646964046414
48,3.0615137,101.5234591,343,5.3371109,103.1447959,1.139127225539084
49,3.1614609,101.6235018,325,5.3371109,103.1447959,1.03534220302278
50,3.1352708,101.6034976,324,5.3371109,103.1447959,1.706323811208608
51,3.1575535,101.7214164,38,5.3371109,103.1447959,0.1603991405127713
52,3.0354096,101.5571006,359,5.3371109,103.1447959,3.027970181786616
53,5.336314,100.4323818,212,5.3371109,103.1447959,4.370014214410719
54,1.5363768,103.7530131,121,5.3371109,103.1447959,2.622547132862401
55,1.5521443,103.8013057,94,5.3371109,103.1447959,0.3125144791244783
56,1.5567379,110.3413893,267,5.3371109,103.1447959,0.2495414282720406
57,3.8147206,103.3324242,184,5.3371109,103.1447959,0.2706240519774654
58,3.1150332,101.5690031,353,5.3371109,103.1447959,1.8993143689606
59,3.1585207,101.721286,38,5.3371109,103.1447959,0.0578581177024987
60,5.421214,100.3245959,203,5.3371109,103.1447959,0.9086096641897186
61,3.1651287,101.6166489,325,5.3371109,103.1447959,0.182977478815989
62,3.1891058,101.6695395,57,5.3371109,103.1447959,0.8504532164459611
63,3.1094136,101.4505344,351,5.3371109,103.1447959,1.076438704193751
64,4.624364,101.0815891,218,5.3371109,103.1447959,2.77253520337516
65,5.372152799999999,100.4107707,213,5.3371109,103.1447959,1.260087117380163
66,1.528741,110.3576813,277,5.3371109,103.1447959,0.7546655551055712
67,5.976207,116.11374,243,5.3371109,103.1447959,3.002870408591378
68,3.1145398,101.5698149,326,5.3371109,103.1447959,1.925687465374016
69,3.1204965,101.7088755,12,5.3371109,103.1447959,1.7997980220628778
70,5.372152799999999,100.4107707,213,5.3371109,103.1447959,1.260087117380163
71,1.5343616,103.6594267,104,5.3371109,103.1447959,0.0
72,4.7638242,100.9027473,226,5.3371109,103.1447959,20.15612568802905
73,4.7638242,100.9027473,226,5.3371109,103.1447959,20.15612568802905
74,2.3981683,102.2218974,158,5.3371109,103.1447959,5.371528885732349
75,2.3984425,102.220974,158,5.3371109,103.1447959,5.307039562177178
76,2.2857635,102.5757028,136,5.3371109,103.1447959,26.53466585936025
