locations,lat,lng,weight
"5, Surian Tower, No 1, Jalan PJU 7/3, Mutiara Damansara, 47810 Petaling Jaya, Selangor, Malaysia",3.1557781,101.6096343,0.270735021
"88400 Kota Kinabalu, Sabah, Malaysia",5.970213,116.083634,0.270735021
"Pengarah Jabatan Pertanian Negeri Tingkat 12 - 17, Menara Pelita Petra Jaya, 93050, Kuching, Sarawak, Petra Jaya, 93050 Kuching, Sarawak, Malaysia",1.5772459,110.3502627,0.270735021
"Pengarah Jabatan Pengairan dan Saliran Sarawak Tingkat 10, Wisma Saberkas Jalan Tun Abg Haji Openg, 93660, Kuching, Sarawak, 93150 Kuching, Sarawak, Malaysia",1.5372714,110.3399617,0.270735021
"6th Floor, Menara Pelita,, Jalan Tun Abd Rahman Ya'akub,, Petra Jaya, 93050 Kuching, Sarawak, Malaysia",1.5769747,110.3505475,0.270735021
"Bangunan Pelita, 7-10th Floor, Lot 2879, The Isthmus, Off Jalan Bako, 93050, 93450 Kuching, Sarawak, Malaysia",1.560209,110.3977445,0.270735021
"Setiausaha Kewangan Negeri, Tingkat 14, 17 & 18, Wisma Bapa Malaysia, Petra Jaya, Sarawak, Kampung Bandarshah, 93502 Kuching, Sarawak, Malaysia",1.5536,110.3350941,0.270735021
"Kamar Peguam Besar Negeri,Jabatan Undang-Undang Tingkat 15 & 16, Wisma Bapa Malaysia, Petrajaya, 93502, Kuching, Sarawak, Kampung Istana, 93050 Kuching, Sarawak, Malaysia",1.5679233,110.3518481,0.270735021
"Jalan Pustaka, Petra Jaya, 93050 Kuching, Sarawak, Malaysia",1.5834259,110.3499195,0.270735021
"Jalan Stadium, Petra Jaya, 93050 Kuching, Sarawak, Malaysia",1.586646,110.3537351,0.270735021
"Plaza Aurora, Level, 4, Jln McDougall, Taman Budaya, 93400 Kuching, Sarawak, Malaysia",1.5563287,110.3446312,0.270735021
"Hulu Selangor District, Selangor, Malaysia",3.5601046,101.6583123,0.270735021
"Sabak Bernam District, Selangor, Malaysia",3.6757615,100.9899803,0.270735021
"Tingkat 13, Bangunan Darul EhsanNo. 3 Jalan Indah,Seksyen 14, 40000Shah Alam, Selangor, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",3.0746236,101.5178583,0.270735021
"Persiaran Semarak Api, Cyber 1, 63000 Cyberjaya, Selangor, Malaysia",2.933666,101.6455939,0.270735021
"21100 Kuala Terengganu, Terengganu, Malaysia",5.3111636,103.1361093,0.270735021
